"Time","sum:resnet_americas_03e4b61/gateway1","sum:resnet_americas_03e4b61/scheduler","sum:resnet_americas_03e4b61/worker1","sum:resnet_americas_03e4b61/worker3","sum:resnet_americas_03e4b61/worker4","sum:resnet_americas_03e4b61/worker6"
2026-01-05 15:25:00,97.2 MB,384 MB,2.23 TB,6.08 TB,2.27 TB,2.21 TB
2026-01-05 15:30:00,97.3 MB,385 MB,2.24 TB,6.09 TB,2.28 TB,2.22 TB
2026-01-05 15:35:00,97.5 MB,386 MB,2.24 TB,6.10 TB,2.28 TB,2.22 TB
2026-01-05 15:40:00,97.7 MB,386 MB,2.24 TB,6.11 TB,2.28 TB,2.23 TB
2026-01-05 15:45:00,97.8 MB,387 MB,2.25 TB,6.12 TB,2.29 TB,2.23 TB
2026-01-05 15:50:00,98.0 MB,388 MB,2.25 TB,6.14 TB,2.29 TB,2.23 TB
2026-01-05 15:55:00,98.2 MB,388 MB,2.26 TB,6.15 TB,2.30 TB,2.24 TB
2026-01-05 16:00:00,98.4 MB,389 MB,2.26 TB,6.16 TB,2.30 TB,2.24 TB
2026-01-05 16:05:00,98.5 MB,390 MB,2.26 TB,6.17 TB,2.30 TB,2.25 TB
2026-01-05 16:10:00,98.7 MB,390 MB,2.27 TB,6.19 TB,2.31 TB,2.25 TB
2026-01-05 16:15:00,98.9 MB,391 MB,2.27 TB,6.20 TB,2.31 TB,2.25 TB
2026-01-05 16:20:00,99.1 MB,392 MB,2.28 TB,6.21 TB,2.32 TB,2.26 TB
2026-01-05 16:25:00,99.2 MB,393 MB,2.28 TB,6.22 TB,2.32 TB,2.26 TB
2026-01-05 16:30:00,99.4 MB,393 MB,2.28 TB,6.23 TB,2.32 TB,2.27 TB
2026-01-05 16:35:00,99.6 MB,394 MB,2.29 TB,6.24 TB,2.33 TB,2.27 TB
2026-01-05 16:40:00,99.7 MB,395 MB,2.29 TB,6.26 TB,2.33 TB,2.27 TB
2026-01-05 16:45:00,99.9 MB,395 MB,2.30 TB,6.27 TB,2.34 TB,2.28 TB
2026-01-05 16:50:00,100 MB,396 MB,2.30 TB,6.28 TB,2.34 TB,2.28 TB
2026-01-05 16:55:00,100 MB,397 MB,2.30 TB,6.29 TB,2.34 TB,2.29 TB
2026-01-05 17:00:00,100 MB,397 MB,2.31 TB,6.31 TB,2.35 TB,2.29 TB
2026-01-05 17:05:00,101 MB,398 MB,2.31 TB,6.32 TB,2.35 TB,2.29 TB
2026-01-05 17:10:00,101 MB,399 MB,2.32 TB,6.33 TB,2.36 TB,2.30 TB
2026-01-05 17:15:00,101 MB,400 MB,2.32 TB,6.34 TB,2.36 TB,2.30 TB
2026-01-05 17:20:00,101 MB,400 MB,2.32 TB,6.35 TB,2.36 TB,2.31 TB
2026-01-05 17:25:00,101 MB,401 MB,2.33 TB,6.36 TB,2.37 TB,2.31 TB
2026-01-05 17:30:00,101 MB,402 MB,2.33 TB,6.38 TB,2.37 TB,2.31 TB
2026-01-05 17:35:00,102 MB,402 MB,2.34 TB,6.39 TB,2.38 TB,2.32 TB
2026-01-05 17:40:00,102 MB,403 MB,2.34 TB,6.40 TB,2.38 TB,2.32 TB
2026-01-05 17:45:00,102 MB,404 MB,2.34 TB,6.41 TB,2.38 TB,2.33 TB
2026-01-05 17:50:00,102 MB,404 MB,2.35 TB,6.42 TB,2.39 TB,2.33 TB
2026-01-05 17:55:00,102 MB,405 MB,2.35 TB,6.43 TB,2.39 TB,2.33 TB
2026-01-05 18:00:00,103 MB,405 MB,2.35 TB,6.44 TB,2.39 TB,2.33 TB
